31.027451	121.43409	464.17772933576
31.022188	121.43409	908.44513363403
31.021158	121.431874	947.98930508678
31.02606	121.433022	488.0048916075
31.027405	121.434052	463.58434309957
31.025374	121.432996	548.55859847917
31.027606	121.434058	453.24377727958
31.027854	121.434324	464.23703869043
31.02756	121.433891	441.7081722128
31.026737	121.42974	307.96274045615
31.025643	121.42707	504.51148052337
31.022911	121.432598	778.6041715856
31.021721	121.430363	866.92592363986
31.027709	121.433751	422.03855562596
31.018453	121.430735	1231.8228903825
31.014899	121.42995	1624.1416147589
31.024939	121.437206	865.56196944634
31.016087	121.418789	1826.6970027369
31.033873	121.447316	1733.6975905127
31.019018	121.427473	1187.8768144058
31.031159	121.433802	419.15538905033
31.031055	121.433607	397.3917713797
31.027531	121.43412	462.37969463013
31.030242	121.431862	208.57798927212
31.026171	121.430042	371.17972766118
31.026559	121.428467	353.05711674744
31.030691	121.441383	1106.8732799292
31.027961	121.433204	362.86288287468
31.02314	121.438291	1071.4425522903
31.024365	121.43771	942.19036181711
31.02277	121.430654	752.81585907237
31.018409	121.430528	1235.5141908905
31.025784	121.437141	808.68212264299
31.025153	121.442699	1316.5768285118
31.025784	121.437134	808.10911365493
31.025774	121.437126	808.02480417905
